loss,mae,val_loss,val_mae,learning_rate,epoca,seme,modello
0.1154443547129631,0.2681812345981598,0.11572615802288055,0.2868587374687195,0.0010000000474974513,1,0,SimpleRNN
0.074119433760643,0.21199265122413635,0.048657625913619995,0.17491532862186432,0.0010000000474974513,2,0,SimpleRNN
0.055746663361787796,0.18597760796546936,0.053412582725286484,0.1902250498533249,0.0010000000474974513,3,0,SimpleRNN
0.0447988361120224,0.16699473559856415,0.032565776258707047,0.1371786743402481,0.0010000000474974513,4,0,SimpleRNN
0.0392049141228199,0.15447720885276794,0.0321560762822628,0.14118872582912445,0.0010000000474974513,5,0,SimpleRNN
0.031653981655836105,0.1396983116865158,0.031163331121206284,0.1436288058757782,0.0010000000474974513,6,0,SimpleRNN
0.028471814468503,0.13231079280376434,0.03593689203262329,0.1620039939880371,0.0010000000474974513,7,0,SimpleRNN
0.02515999600291252,0.12459219247102737,0.02042832039296627,0.11666722595691681,0.0010000000474974513,8,0,SimpleRNN
0.023575453087687492,0.11888943612575531,0.016968166455626488,0.10170064866542816,0.0010000000474974513,9,0,SimpleRNN
0.02332562394440174,0.11739233136177063,0.016411717981100082,0.10256418585777283,0.0010000000474974513,10,0,SimpleRNN
0.021293995901942253,0.1130908876657486,0.013432750478386879,0.08865868300199509,0.0010000000474974513,11,0,SimpleRNN
0.015891915187239647,0.09599272906780243,0.014533999375998974,0.09379565715789795,0.0010000000474974513,12,0,SimpleRNN
0.015195763669908047,0.09251587092876434,0.014761936850845814,0.09645441174507141,0.0010000000474974513,13,0,SimpleRNN
0.01492263376712799,0.09435437619686127,0.01314186118543148,0.0851559191942215,0.0010000000474974513,14,0,SimpleRNN
0.013943856582045555,0.09267810732126236,0.013117332942783833,0.08845461159944534,0.0010000000474974513,15,0,SimpleRNN
0.012705284170806408,0.087100088596344,0.011359271593391895,0.07917552441358566,0.0010000000474974513,16,0,SimpleRNN
0.011723600327968597,0.08415418863296509,0.01013751607388258,0.0741172581911087,0.0010000000474974513,17,0,SimpleRNN
0.012118106707930565,0.08339208364486694,0.010590609163045883,0.08193410187959671,0.0010000000474974513,18,0,SimpleRNN
0.010488674975931644,0.07910667359828949,0.008241931907832623,0.06660235673189163,0.0010000000474974513,19,0,SimpleRNN
0.008637606166303158,0.07087282836437225,0.008555984124541283,0.07264253497123718,0.0010000000474974513,20,0,SimpleRNN
0.008528799749910831,0.07252933084964752,0.008370548486709595,0.07311058789491653,0.0010000000474974513,21,0,SimpleRNN
0.00732075423002243,0.06517832726240158,0.007531445939093828,0.06741099059581757,0.0010000000474974513,22,0,SimpleRNN
0.00791074987500906,0.06675898283720016,0.007616647984832525,0.0674336850643158,0.0010000000474974513,23,0,SimpleRNN
0.0068040392361581326,0.06338648498058319,0.0075348722748458385,0.0704902783036232,0.0010000000474974513,24,0,SimpleRNN
0.006881728768348694,0.06241656094789505,0.00640385365113616,0.06394582986831665,0.0010000000474974513,25,0,SimpleRNN
0.007072305306792259,0.060718245804309845,0.005895521957427263,0.05977848544716835,0.0010000000474974513,26,0,SimpleRNN
0.005722341127693653,0.05734071880578995,0.006988502573221922,0.06764493137598038,0.0010000000474974513,27,0,SimpleRNN
0.005854619666934013,0.055542003363370895,0.007833399809896946,0.07237569242715836,0.0010000000474974513,28,0,SimpleRNN
0.005688322242349386,0.054031409323215485,0.005215716548264027,0.05853648856282234,0.0010000000474974513,29,0,SimpleRNN
0.004583682864904404,0.05156973376870155,0.005215832497924566,0.05868237465620041,0.0010000000474974513,30,0,SimpleRNN
0.0048989648930728436,0.04904371127486229,0.006974930875003338,0.06828497350215912,0.0010000000474974513,31,0,SimpleRNN
0.0037067518569529057,0.043746765702962875,0.0056106108240783215,0.061026524752378464,0.0010000000474974513,32,0,SimpleRNN
0.0034514672588557005,0.04220444709062576,0.004651634953916073,0.05531339347362518,0.0010000000474974513,33,0,SimpleRNN
0.0032127907034009695,0.04224879667162895,0.004164773505181074,0.05143003165721893,0.0010000000474974513,34,0,SimpleRNN
0.0030505117028951645,0.04036505147814751,0.0047347089275717735,0.053742360323667526,0.0010000000474974513,35,0,SimpleRNN
0.003070566803216934,0.03788101300597191,0.005283977370709181,0.05722321569919586,0.0010000000474974513,36,0,SimpleRNN
0.0037159696221351624,0.040137674659490585,0.004639743827283382,0.05165240168571472,0.0010000000474974513,37,0,SimpleRNN
0.0028722870629280806,0.03730949014425278,0.004069998860359192,0.048765525221824646,0.0010000000474974513,38,0,SimpleRNN
0.0019816223066300154,0.030505923554301262,0.003445326816290617,0.04316095635294914,0.0010000000474974513,39,0,SimpleRNN
0.002624699380248785,0.03534090518951416,0.00307686859741807,0.041093260049819946,0.0010000000474974513,40,0,SimpleRNN
0.002729079220443964,0.0340983010828495,0.00292761973105371,0.04015353322029114,0.0010000000474974513,41,0,SimpleRNN
0.0021788543090224266,0.030235080048441887,0.003453969256952405,0.04379213973879814,0.0010000000474974513,42,0,SimpleRNN
